0,2026-08-03 15:40:51.792540," Portfolio Leader (Manager/Director Levels) job in  Washington,   D.C.  at  salesforce.com, inc.  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/17411257/Portfolio-Leader-Manager-Sr-Manager-Director-D-C-Washington
1,2026-08-03 15:40:51.792540," Portfolio Leader (Manager/Director Levels) job in   D.C.  at  salesforce.com, inc.  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/17411242/Portfolio-Leader-Manager-Sr-Manager-Director-D-C
2,2026-08-03 15:40:51.792540," Forward Deployed Engineer (FDE) (Mid/Senior Level) job in  Washington,   D.C.  at  salesforce.com, inc.  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/17408719/Forward-Deployed-Engineer-All-Levels-D-C-Washington
3,2026-08-03 15:40:51.792540," Forward Deployed Engineer (FDE) (Mid/Senior Level) job in   D.C.  at  salesforce.com, inc.  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/17408704/Forward-Deployed-Engineer-All-Levels-D-C
4,2026-08-03 15:40:51.792540, Principal Electrical Engineer II job in   D.C.  at  Covanta  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/17781321/Principal-Electrical-Engineer-Ii-D-C
5,2026-08-03 15:40:51.792540, Clinical Project Manager - Oncology (Client Dedicated/Remote) job in   D.C.  at  Syneos Health/ inVentiv Health Commercial LLC  | Search Jobs Nearby or Remote Jobs ,https://www.diversityjobs.com/career/17349574/Clinical-Project-Manager-Ii-Oncology-D-C
6,2026-08-03 15:40:51.792540," Senior Manager, Regulatory Affairs job in  Washington,   D.C.  at  Getinge  | Search Jobs Nearby or Remote Jobs ",https://www.diversityjobs.com/career/17471271/Senior-Manager-Regulatory-Affairs-D-C-Washington
